county,precinct,office,district,party,candidate,votes
San Joaquin,0011155 Stockton,Governor,,Dem,Gavin Newsom,512
San Joaquin,0011158 Stockton,Governor,,Dem,Gavin Newsom,286
San Joaquin,0011166 Stockton,Governor,,Dem,Gavin Newsom,577
San Joaquin,0011201 Stockton,Governor,,Dem,Gavin Newsom,491
San Joaquin,0011203 Stockton,Governor,,Dem,Gavin Newsom,254
San Joaquin,0011204 Stockton,Governor,,Dem,Gavin Newsom,404
San Joaquin,0011205 Stockton,Governor,,Dem,Gavin Newsom,158
San Joaquin,0011206 Stockton,Governor,,Dem,Gavin Newsom,426
San Joaquin,0011208 Stockton,Governor,,Dem,Gavin Newsom,197
San Joaquin,0011209 Stockton,Governor,,Dem,Gavin Newsom,409
San Joaquin,0011210 Stockton,Governor,,Dem,Gavin Newsom,425
San Joaquin,0011211 Stockton,Governor,,Dem,Gavin Newsom,313
San Joaquin,0011212 Stockton,Governor,,Dem,Gavin Newsom,383
San Joaquin,0011213 Stockton,Governor,,Dem,Gavin Newsom,323
San Joaquin,0011214 Stockton,Governor,,Dem,Gavin Newsom,148
San Joaquin,0011215 Stockton,Governor,,Dem,Gavin Newsom,450
San Joaquin,0011216 Stockton,Governor,,Dem,Gavin Newsom,441
San Joaquin,0011217 Stockton,Governor,,Dem,Gavin Newsom,1107
San Joaquin,0011218 Stockton,Governor,,Dem,Gavin Newsom,724
San Joaquin,0011220 Stockton,Governor,,Dem,Gavin Newsom,263
San Joaquin,0011221 Stockton,Governor,,Dem,Gavin Newsom,535
San Joaquin,0011224 Stockton,Governor,,Dem,Gavin Newsom,365
San Joaquin,0011227 Stockton,Governor,,Dem,Gavin Newsom,487
San Joaquin,0011228 Stockton,Governor,,Dem,Gavin Newsom,199
San Joaquin,0011230 Stockton,Governor,,Dem,Gavin Newsom,391
San Joaquin,0011231 Stockton,Governor,,Dem,Gavin Newsom,522
San Joaquin,0011232 Stockton,Governor,,Dem,Gavin Newsom,422
San Joaquin,0011234 Stockton,Governor,,Dem,Gavin Newsom,388
San Joaquin,0011235 Stockton,Governor,,Dem,Gavin Newsom,563
San Joaquin,0011236 Stockton,Governor,,Dem,Gavin Newsom,327
San Joaquin,0011239 Stockton,Governor,,Dem,Gavin Newsom,188
San Joaquin,0011240 Stockton,Governor,,Dem,Gavin Newsom,204
San Joaquin,0011242 Stockton,Governor,,Dem,Gavin Newsom,468
San Joaquin,0011244 Stockton,Governor,,Dem,Gavin Newsom,379
San Joaquin,0011245 Stockton,Governor,,Dem,Gavin Newsom,328
San Joaquin,0011249 Stockton,Governor,,Dem,Gavin Newsom,466
San Joaquin,0011251 Stockton,Governor,,Dem,Gavin Newsom,218
San Joaquin,0011253 Stockton,Governor,,Dem,Gavin Newsom,387
San Joaquin,0011257 Stockton,Governor,,Dem,Gavin Newsom,336
San Joaquin,0011258 Stockton,Governor,,Dem,Gavin Newsom,619
San Joaquin,0011259 Stockton,Governor,,Dem,Gavin Newsom,210
San Joaquin,0011260 Stockton,Governor,,Dem,Gavin Newsom,216
San Joaquin,0011265 Stockton,Governor,,Dem,Gavin Newsom,205
San Joaquin,0011266 Stockton,Governor,,Dem,Gavin Newsom,323
San Joaquin,0011270 Stockton,Governor,,Dem,Gavin Newsom,375
San Joaquin,0011271 Stockton,Governor,,Dem,Gavin Newsom,318
San Joaquin,0011274 Stockton,Governor,,Dem,Gavin Newsom,474
San Joaquin,0011278 Stockton,Governor,,Dem,Gavin Newsom,418
San Joaquin,0011282 Stockton,Governor,,Dem,Gavin Newsom,85
San Joaquin,0011302 Stockton,Governor,,Dem,Gavin Newsom,608
San Joaquin,0011303 Stockton,Governor,,Dem,Gavin Newsom,622
San Joaquin,0011304 Stockton,Governor,,Dem,Gavin Newsom,614
San Joaquin,0011305 Stockton,Governor,,Dem,Gavin Newsom,461
San Joaquin,0011306 Stockton,Governor,,Dem,Gavin Newsom,496
San Joaquin,0011308 Stockton,Governor,,Dem,Gavin Newsom,518
San Joaquin,0011309 Stockton,Governor,,Dem,Gavin Newsom,866
San Joaquin,0011312 Stockton,Governor,,Dem,Gavin Newsom,413
San Joaquin,0011315 Stockton,Governor,,Dem,Gavin Newsom,361
San Joaquin,0011319 Stockton,Governor,,Dem,Gavin Newsom,580
San Joaquin,0011320 Stockton,Governor,,Dem,Gavin Newsom,548
San Joaquin,0011322 Stockton,Governor,,Dem,Gavin Newsom,391
San Joaquin,0011323 Stockton,Governor,,Dem,Gavin Newsom,602
San Joaquin,0011324 Stockton,Governor,,Dem,Gavin Newsom,330
San Joaquin,0011327 Stockton,Governor,,Dem,Gavin Newsom,422
San Joaquin,0011332 Stockton,Governor,,Dem,Gavin Newsom,547
San Joaquin,0011333 Stockton,Governor,,Dem,Gavin Newsom,266
San Joaquin,0011335 Stockton,Governor,,Dem,Gavin Newsom,416
San Joaquin,0011338 Stockton,Governor,,Dem,Gavin Newsom,370
San Joaquin,0011342 Stockton,Governor,,Dem,Gavin Newsom,217
San Joaquin,0011344 Stockton,Governor,,Dem,Gavin Newsom,393
San Joaquin,0011345 Stockton,Governor,,Dem,Gavin Newsom,268
San Joaquin,0011346 Stockton,Governor,,Dem,Gavin Newsom,313
San Joaquin,0011353 Stockton,Governor,,Dem,Gavin Newsom,309
San Joaquin,0033501 Tracy,Governor,,Dem,Gavin Newsom,612
San Joaquin,0033502 Tracy,Governor,,Dem,Gavin Newsom,651
San Joaquin,0033503 Tracy,Governor,,Dem,Gavin Newsom,449
San Joaquin,0033504 Tracy,Governor,,Dem,Gavin Newsom,326
San Joaquin,0033506 Tracy,Governor,,Dem,Gavin Newsom,448
San Joaquin,0033507 Tracy,Governor,,Dem,Gavin Newsom,514
San Joaquin,0033509 Tracy,Governor,,Dem,Gavin Newsom,555
San Joaquin,0033510 Tracy,Governor,,Dem,Gavin Newsom,637
San Joaquin,0033511 Tracy,Governor,,Dem,Gavin Newsom,527
San Joaquin,0033513 Tracy,Governor,,Dem,Gavin Newsom,528
San Joaquin,0033514 Tracy,Governor,,Dem,Gavin Newsom,804
San Joaquin,0033518 Tracy,Governor,,Dem,Gavin Newsom,506
San Joaquin,0033520 Tracy,Governor,,Dem,Gavin Newsom,618
San Joaquin,0033522 Tracy,Governor,,Dem,Gavin Newsom,540
San Joaquin,0033523 Tracy,Governor,,Dem,Gavin Newsom,425
San Joaquin,0033524 Tracy,Governor,,Dem,Gavin Newsom,343
San Joaquin,0033525 Tracy,Governor,,Dem,Gavin Newsom,321
San Joaquin,0033526 Tracy,Governor,,Dem,Gavin Newsom,253
San Joaquin,0033529 Ttracy,Governor,,Dem,Gavin Newsom,536
San Joaquin,0033530 Tracy,Governor,,Dem,Gavin Newsom,1015
San Joaquin,0033534 Tracy,Governor,,Dem,Gavin Newsom,520
San Joaquin,0033535 Tracy,Governor,,Dem,Gavin Newsom,415
San Joaquin,0033537 Tracy,Governor,,Dem,Gavin Newsom,389
San Joaquin,0033540 Tracy,Governor,,Dem,Gavin Newsom,830
San Joaquin,0033543 Tracy,Governor,,Dem,Gavin Newsom,913
San Joaquin,0033545 Tracy,Governor,,Dem,Gavin Newsom,506
San Joaquin,0033546 Tracy,Governor,,Dem,Gavin Newsom,778
San Joaquin,0033547 Tracy,Governor,,Dem,Gavin Newsom,617
San Joaquin,0033551 Tracy,Governor,,Dem,Gavin Newsom,491
San Joaquin,0042401 Lodi,Governor,,Dem,Gavin Newsom,420
San Joaquin,0042402 Lodi,Governor,,Dem,Gavin Newsom,391
San Joaquin,0042403 Lodi,Governor,,Dem,Gavin Newsom,173
San Joaquin,0042404 Lodi,Governor,,Dem,Gavin Newsom,418
San Joaquin,0042405 Lodi,Governor,,Dem,Gavin Newsom,368
San Joaquin,0042406 Lodi,Governor,,Dem,Gavin Newsom,511
San Joaquin,0042407 Lodi,Governor,,Dem,Gavin Newsom,171
San Joaquin,0042408 Llodi,Governor,,Dem,Gavin Newsom,462
San Joaquin,0042409 Lodi,Governor,,Dem,Gavin Newsom,365
San Joaquin,0042413 Lodi,Governor,,Dem,Gavin Newsom,367
San Joaquin,0042417 Lodi,Governor,,Dem,Gavin Newsom,280
San Joaquin,0042418 Lodi,Governor,,Dem,Gavin Newsom,112
San Joaquin,0042419 Lodi,Governor,,Dem,Gavin Newsom,206
San Joaquin,0042420 Lodi,Governor,,Dem,Gavin Newsom,281
San Joaquin,0042421 Lodi,Governor,,Dem,Gavin Newsom,212
San Joaquin,0042423 Lodi,Governor,,Dem,Gavin Newsom,296
San Joaquin,0042424 Lodi,Governor,,Dem,Gavin Newsom,385
San Joaquin,0042426 Lodi,Governor,,Dem,Gavin Newsom,407
San Joaquin,0042427 Lodi,Governor,,Dem,Gavin Newsom,233
San Joaquin,0042430 Lodi,Governor,,Dem,Gavin Newsom,341
San Joaquin,0042434 Lodi,Governor,,Dem,Gavin Newsom,82
San Joaquin,0042437 Lodi,Governor,,Dem,Gavin Newsom,309
San Joaquin,0042439 Lodi,Governor,,Dem,Gavin Newsom,364
San Joaquin,0042449 Lodi,Governor,,Dem,Gavin Newsom,254
San Joaquin,0054301 Manteca,Governor,,Dem,Gavin Newsom,506
San Joaquin,0054302 Manteca,Governor,,Dem,Gavin Newsom,604
San Joaquin,0054304 Manteca,Governor,,Dem,Gavin Newsom,565
San Joaquin,0054305 Manteca,Governor,,Dem,Gavin Newsom,561
San Joaquin,0054307 Manteca,Governor,,Dem,Gavin Newsom,682
San Joaquin,0054310 manteca,Governor,,Dem,Gavin Newsom,739
San Joaquin,0054312 Manteca,Governor,,Dem,Gavin Newsom,402
San Joaquin,0054318 Manteca,Governor,,Dem,Gavin Newsom,1214
San Joaquin,0054320 Manteca,Governor,,Dem,Gavin Newsom,573
San Joaquin,0054321 Manteca,Governor,,Dem,Gavin Newsom,569
San Joaquin,0054323 Manteca,Governor,,Dem,Gavin Newsom,611
San Joaquin,0054324 Manteca,Governor,,Dem,Gavin Newsom,208
San Joaquin,0054501 Manteca,Governor,,Dem,Gavin Newsom,496
San Joaquin,0054503 Manteca,Governor,,Dem,Gavin Newsom,480
San Joaquin,0054505 Manteca,Governor,,Dem,Gavin Newsom,847
San Joaquin,0054508 Manteca,Governor,,Dem,Gavin Newsom,571
San Joaquin,0054509 Manteca,Governor,,Dem,Gavin Newsom,391
San Joaquin,0054510 Manteca,Governor,,Dem,Gavin Newsom,365
San Joaquin,0054511 Manteca,Governor,,Dem,Gavin Newsom,605
San Joaquin,0054515 Manteca,Governor,,Dem,Gavin Newsom,451
San Joaquin,0054520 Manteca,Governor,,Dem,Gavin Newsom,474
San Joaquin,0054526 Manteca,Governor,,Dem,Gavin Newsom,203
San Joaquin,0064401 Escalon,Governor,,Dem,Gavin Newsom,365
San Joaquin,0064402 Escalon,Governor,,Dem,Gavin Newsom,77
San Joaquin,0064403 Escalon,Governor,,Dem,Gavin Newsom,422
San Joaquin,0064405 Escalon,Governor,,Dem,Gavin Newsom,69
San Joaquin,0074401 Ripon,Governor,,Dem,Gavin Newsom,396
San Joaquin,0074402 Ripon,Governor,,Dem,Gavin Newsom,519
San Joaquin,0074405 Ripon,Governor,,Dem,Gavin Newsom,458
San Joaquin,0074407 Ripon,Governor,,Dem,Gavin Newsom,554
San Joaquin,0084301 Lathrop,Governor,,Dem,Gavin Newsom,341
San Joaquin,0084302 Lathrop,Governor,,Dem,Gavin Newsom,496
San Joaquin,0084303 Lathrop,Governor,,Dem,Gavin Newsom,773
San Joaquin,0084306 Lathrop,Governor,,Dem,Gavin Newsom,547
San Joaquin,0084307 Lathrop,Governor,,Dem,Gavin Newsom,466
San Joaquin,0084308 Lathrop,Governor,,Dem,Gavin Newsom,444
San Joaquin,0084501 Lathrop,Governor,,Dem,Gavin Newsom,418
San Joaquin,91101,Governor,,Dem,Gavin Newsom,175
San Joaquin,91102,Governor,,Dem,Gavin Newsom,382
San Joaquin,91103,Governor,,Dem,Gavin Newsom,80
San Joaquin,91105,Governor,,Dem,Gavin Newsom,374
San Joaquin,91107,Governor,,Dem,Gavin Newsom,383
San Joaquin,91110,Governor,,Dem,Gavin Newsom,150
San Joaquin,91111,Governor,,Dem,Gavin Newsom,638
San Joaquin,91113,Governor,,Dem,Gavin Newsom,580
San Joaquin,91115,Governor,,Dem,Gavin Newsom,702
San Joaquin,91204,Governor,,Dem,Gavin Newsom,80
San Joaquin,91205,Governor,,Dem,Gavin Newsom,384
San Joaquin,91209,Governor,,Dem,Gavin Newsom,720
San Joaquin,91213,Governor,,Dem,Gavin Newsom,370
San Joaquin,91217,Governor,,Dem,Gavin Newsom,523
San Joaquin,91227,Governor,,Dem,Gavin Newsom,372
San Joaquin,91228,Governor,,Dem,Gavin Newsom,141
San Joaquin,91305,Governor,,Dem,Gavin Newsom,212
San Joaquin,91402,Governor,,Dem,Gavin Newsom,156
San Joaquin,91403,Governor,,Dem,Gavin Newsom,99
San Joaquin,91404,Governor,,Dem,Gavin Newsom,51
San Joaquin,91405,Governor,,Dem,Gavin Newsom,118
San Joaquin,91409,Governor,,Dem,Gavin Newsom,462
San Joaquin,91421,Governor,,Dem,Gavin Newsom,134
San Joaquin,92404,Governor,,Dem,Gavin Newsom,176
San Joaquin,92405,Governor,,Dem,Gavin Newsom,195
San Joaquin,92406,Governor,,Dem,Gavin Newsom,274
San Joaquin,92407,Governor,,Dem,Gavin Newsom,187
San Joaquin,92409,Governor,,Dem,Gavin Newsom,168
San Joaquin,92411,Governor,,Dem,Gavin Newsom,309
San Joaquin,92412,Governor,,Dem,Gavin Newsom,106
San Joaquin,92413,Governor,,Dem,Gavin Newsom,83
San Joaquin,92414,Governor,,Dem,Gavin Newsom,146
San Joaquin,92416,Governor,,Dem,Gavin Newsom,110
San Joaquin,92418,Governor,,Dem,Gavin Newsom,138
San Joaquin,92419,Governor,,Dem,Gavin Newsom,505
San Joaquin,92422,Governor,,Dem,Gavin Newsom,75
San Joaquin,92423,Governor,,Dem,Gavin Newsom,196
San Joaquin,92432,Governor,,Dem,Gavin Newsom,84
San Joaquin,93501,Governor,,Dem,Gavin Newsom,473
San Joaquin,93502,Governor,,Dem,Gavin Newsom,125
San Joaquin,93503,Governor,,Dem,Gavin Newsom,97
San Joaquin,93504,Governor,,Dem,Gavin Newsom,131
San Joaquin,93505,Governor,,Dem,Gavin Newsom,200
San Joaquin,93521,Governor,,Dem,Gavin Newsom,834
San Joaquin,93522,Governor,,Dem,Gavin Newsom,884
San Joaquin,93523,Governor,,Dem,Gavin Newsom,891
San Joaquin,93524,Governor,,Dem,Gavin Newsom,72
San Joaquin,94101,Governor,,Dem,Gavin Newsom,211
San Joaquin,94111,Governor,,Dem,Gavin Newsom,324
San Joaquin,94114,Governor,,Dem,Gavin Newsom,122
San Joaquin,94402,Governor,,Dem,Gavin Newsom,48
San Joaquin,94403,Governor,,Dem,Gavin Newsom,47
San Joaquin,94405,Governor,,Dem,Gavin Newsom,80
San Joaquin,94408,Governor,,Dem,Gavin Newsom,96
San Joaquin,94409,Governor,,Dem,Gavin Newsom,48
San Joaquin,94410,Governor,,Dem,Gavin Newsom,144
San Joaquin,94501,Governor,,Dem,Gavin Newsom,214
San Joaquin,94503,Governor,,Dem,Gavin Newsom,43
San Joaquin,94506,Governor,,Dem,Gavin Newsom,128
San Joaquin,0111060 Stockton,Governor,,Dem,Gavin Newsom,35
San Joaquin,0111100 Stockton,Governor,,Dem,Gavin Newsom,55
San Joaquin,0111120 Stockton,Governor,,Dem,Gavin Newsom,58
San Joaquin,0111190 Stockton,Governor,,Dem,Gavin Newsom,53
San Joaquin,0111230 Stockton,Governor,,Dem,Gavin Newsom,10
San Joaquin,0111290 Stockton,Governor,,Dem,Gavin Newsom,9
San Joaquin,0111320 Stockton,Governor,,Dem,Gavin Newsom,2
San Joaquin,0111400 Stockton,Governor,,Dem,Gavin Newsom,0
San Joaquin,0111410 Stockton,Governor,,Dem,Gavin Newsom,0
San Joaquin,0111570 Stockton,Governor,,Dem,Gavin Newsom,7
San Joaquin,0112140 Stockton,Governor,,Dem,Gavin Newsom,33
San Joaquin,0112330 Stockton,Governor,,Dem,Gavin Newsom,43
San Joaquin,0112460 Stockton,Governor,,Dem,Gavin Newsom,69
San Joaquin,0112520 Stockton,Governor,,Dem,Gavin Newsom,46
San Joaquin,0112600 Stockton,Governor,,Dem,Gavin Newsom,8
San Joaquin,0112680 Stockton,Governor,,Dem,Gavin Newsom,74
San Joaquin,0112840 Stockton,Governor,,Dem,Gavin Newsom,74
San Joaquin,0112870 Stockton,Governor,,Dem,Gavin Newsom,22
San Joaquin,0113130 Stockton,Governor,,Dem,Gavin Newsom,5
San Joaquin,0113280 Stockton,Governor,,Dem,Gavin Newsom,5
San Joaquin,0113560 Stockton,Governor,,Dem,Gavin Newsom,23
San Joaquin,0335070 Tracy,Governor,,Dem,Gavin Newsom,1
San Joaquin,0335280 Tracy,Governor,,Dem,Gavin Newsom,3
San Joaquin,0335310 Tracy,Governor,,Dem,Gavin Newsom,2
San Joaquin,0335410 Tracy,Governor,,Dem,Gavin Newsom,94
San Joaquin,0335440 Tracy,Governor,,Dem,Gavin Newsom,1
San Joaquin,0335560 Tracy,Governor,,Dem,Gavin Newsom,40
San Joaquin,0335640 Tracy,Governor,,Dem,Gavin Newsom,0
San Joaquin,0424030 Lodi,Governor,,Dem,Gavin Newsom,0
San Joaquin,0424320 Lodi,Governor,,Dem,Gavin Newsom,8
San Joaquin,0424380 Lodi,Governor,,Dem,Gavin Newsom,5
San Joaquin,0424400 Lodi,Governor,,Dem,Gavin Newsom,2
San Joaquin,0543080 Manteca,Governor,,Dem,Gavin Newsom,1
San Joaquin,0543280 Manteca,Governor,,Dem,Gavin Newsom,3
San Joaquin,0545060 Manteca,Governor,,Dem,Gavin Newsom,3
San Joaquin,0545070 Manteca,Governor,,Dem,Gavin Newsom,97
San Joaquin,0545090 Manteca,Governor,,Dem,Gavin Newsom,0
San Joaquin,0545150 Manteca,Governor,,Dem,Gavin Newsom,2
San Joaquin,0545220 Manteca,Governor,,Dem,Gavin Newsom,78
San Joaquin,0545270 Manteca,Governor,,Dem,Gavin Newsom,0
San Joaquin,0644030 Escalon,Governor,,Dem,Gavin Newsom,7
San Joaquin,0843070 Lathrop,Governor,,Dem,Gavin Newsom,0
San Joaquin,0843110 Lathrop,Governor,,Dem,Gavin Newsom,6
San Joaquin,0843160 Lathrop,Governor,,Dem,Gavin Newsom,0
San Joaquin,911040,Governor,,Dem,Gavin Newsom,65
San Joaquin,911080,Governor,,Dem,Gavin Newsom,7
San Joaquin,911090,Governor,,Dem,Gavin Newsom,24
San Joaquin,911130,Governor,,Dem,Gavin Newsom,1
San Joaquin,911190,Governor,,Dem,Gavin Newsom,5
San Joaquin,911191,Governor,,Dem,Gavin Newsom,2
San Joaquin,911200,Governor,,Dem,Gavin Newsom,0
San Joaquin,911210,Governor,,Dem,Gavin Newsom,2
San Joaquin,911211,Governor,,Dem,Gavin Newsom,18
San Joaquin,911212,Governor,,Dem,Gavin Newsom,0
San Joaquin,911220,Governor,,Dem,Gavin Newsom,30
San Joaquin,911230,Governor,,Dem,Gavin Newsom,5
San Joaquin,911231,Governor,,Dem,Gavin Newsom,3
San Joaquin,911250,Governor,,Dem,Gavin Newsom,16
San Joaquin,911260,Governor,,Dem,Gavin Newsom,4
San Joaquin,912010,Governor,,Dem,Gavin Newsom,9
San Joaquin,912020,Governor,,Dem,Gavin Newsom,0
San Joaquin,912030,Governor,,Dem,Gavin Newsom,27
San Joaquin,912031,Governor,,Dem,Gavin Newsom,93
San Joaquin,912040,Governor,,Dem,Gavin Newsom,30
San Joaquin,912042,Governor,,Dem,Gavin Newsom,53
San Joaquin,912080,Governor,,Dem,Gavin Newsom,22
San Joaquin,912090,Governor,,Dem,Gavin Newsom,18
San Joaquin,912140,Governor,,Dem,Gavin Newsom,4
San Joaquin,912142,Governor,,Dem,Gavin Newsom,2
San Joaquin,912240,Governor,,Dem,Gavin Newsom,0
San Joaquin,912310,Governor,,Dem,Gavin Newsom,7
San Joaquin,913040,Governor,,Dem,Gavin Newsom,4
San Joaquin,913070,Governor,,Dem,Gavin Newsom,23
San Joaquin,913080,Governor,,Dem,Gavin Newsom,0
San Joaquin,913081,Governor,,Dem,Gavin Newsom,33
San Joaquin,913090,Governor,,Dem,Gavin Newsom,36
San Joaquin,913100,Governor,,Dem,Gavin Newsom,3
San Joaquin,913140,Governor,,Dem,Gavin Newsom,2
San Joaquin,913150,Governor,,Dem,Gavin Newsom,22
San Joaquin,913160,Governor,,Dem,Gavin Newsom,1
San Joaquin,914040,Governor,,Dem,Gavin Newsom,0
San Joaquin,914050,Governor,,Dem,Gavin Newsom,38
San Joaquin,914051,Governor,,Dem,Gavin Newsom,4
San Joaquin,914060,Governor,,Dem,Gavin Newsom,18
San Joaquin,914061,Governor,,Dem,Gavin Newsom,1
San Joaquin,914130,Governor,,Dem,Gavin Newsom,0
San Joaquin,914150,Governor,,Dem,Gavin Newsom,7
San Joaquin,914160,Governor,,Dem,Gavin Newsom,19
San Joaquin,914170,Governor,,Dem,Gavin Newsom,23
San Joaquin,914180,Governor,,Dem,Gavin Newsom,15
San Joaquin,914220,Governor,,Dem,Gavin Newsom,28
San Joaquin,914230,Governor,,Dem,Gavin Newsom,2
San Joaquin,914231,Governor,,Dem,Gavin Newsom,10
San Joaquin,914240,Governor,,Dem,Gavin Newsom,12
San Joaquin,914250,Governor,,Dem,Gavin Newsom,0
San Joaquin,923010,Governor,,Dem,Gavin Newsom,3
San Joaquin,924010,Governor,,Dem,Gavin Newsom,2
San Joaquin,924011,Governor,,Dem,Gavin Newsom,20
San Joaquin,924020,Governor,,Dem,Gavin Newsom,10
San Joaquin,924021,Governor,,Dem,Gavin Newsom,2
San Joaquin,924030,Governor,,Dem,Gavin Newsom,38
San Joaquin,924031,Governor,,Dem,Gavin Newsom,50
San Joaquin,924032,Governor,,Dem,Gavin Newsom,3
San Joaquin,924040,Governor,,Dem,Gavin Newsom,0
San Joaquin,924041,Governor,,Dem,Gavin Newsom,44
San Joaquin,924080,Governor,,Dem,Gavin Newsom,56
San Joaquin,924160,Governor,,Dem,Gavin Newsom,7
San Joaquin,924190,Governor,,Dem,Gavin Newsom,2
San Joaquin,924210,Governor,,Dem,Gavin Newsom,0
San Joaquin,924240,Governor,,Dem,Gavin Newsom,38
San Joaquin,924250,Governor,,Dem,Gavin Newsom,7
San Joaquin,924270,Governor,,Dem,Gavin Newsom,2
San Joaquin,924290,Governor,,Dem,Gavin Newsom,1
San Joaquin,924320,Governor,,Dem,Gavin Newsom,5
San Joaquin,924321,Governor,,Dem,Gavin Newsom,1
San Joaquin,924330,Governor,,Dem,Gavin Newsom,29
San Joaquin,924360,Governor,,Dem,Gavin Newsom,7
San Joaquin,924361,Governor,,Dem,Gavin Newsom,10
San Joaquin,924370,Governor,,Dem,Gavin Newsom,14
San Joaquin,924380,Governor,,Dem,Gavin Newsom,15
San Joaquin,924390,Governor,,Dem,Gavin Newsom,2
San Joaquin,924400,Governor,,Dem,Gavin Newsom,12
San Joaquin,933010,Governor,,Dem,Gavin Newsom,12
San Joaquin,933020,Governor,,Dem,Gavin Newsom,11
San Joaquin,933030,Governor,,Dem,Gavin Newsom,45
San Joaquin,933040,Governor,,Dem,Gavin Newsom,1
San Joaquin,935030,Governor,,Dem,Gavin Newsom,29
San Joaquin,935070,Governor,,Dem,Gavin Newsom,29
San Joaquin,935080,Governor,,Dem,Gavin Newsom,12
San Joaquin,935090,Governor,,Dem,Gavin Newsom,2
San Joaquin,935100,Governor,,Dem,Gavin Newsom,45
San Joaquin,935110,Governor,,Dem,Gavin Newsom,15
San Joaquin,935130,Governor,,Dem,Gavin Newsom,13
San Joaquin,935140,Governor,,Dem,Gavin Newsom,14
San Joaquin,935150,Governor,,Dem,Gavin Newsom,4
San Joaquin,935160,Governor,,Dem,Gavin Newsom,42
San Joaquin,935170,Governor,,Dem,Gavin Newsom,4
San Joaquin,935180,Governor,,Dem,Gavin Newsom,2
San Joaquin,935181,Governor,,Dem,Gavin Newsom,42
San Joaquin,935260,Governor,,Dem,Gavin Newsom,20
San Joaquin,935270,Governor,,Dem,Gavin Newsom,8
San Joaquin,935290,Governor,,Dem,Gavin Newsom,2
San Joaquin,935300,Governor,,Dem,Gavin Newsom,3
San Joaquin,935340,Governor,,Dem,Gavin Newsom,1
San Joaquin,935370,Governor,,Dem,Gavin Newsom,4
San Joaquin,935380,Governor,,Dem,Gavin Newsom,4
San Joaquin,935430,Governor,,Dem,Gavin Newsom,7
San Joaquin,941030,Governor,,Dem,Gavin Newsom,9
San Joaquin,941040,Governor,,Dem,Gavin Newsom,19
San Joaquin,941050,Governor,,Dem,Gavin Newsom,5
San Joaquin,941070,Governor,,Dem,Gavin Newsom,51
San Joaquin,941100,Governor,,Dem,Gavin Newsom,4
San Joaquin,943010,Governor,,Dem,Gavin Newsom,19
San Joaquin,943020,Governor,,Dem,Gavin Newsom,46
San Joaquin,943021,Governor,,Dem,Gavin Newsom,36
